label,depth,world_size,device_batch_size,max_seq_len,grad_accum_steps,global_tokens_per_step,params,flops_per_token,flops_per_step,approx_forward_flops_per_step,approx_backward_flops_per_step,forward_ms,backward_ms,optimizer_ms,zero_grad_ms,step_ms,forward_pct,backward_pct,optimizer_pct,zero_grad_pct,tok_per_sec,flops_per_sec,approx_forward_flops_per_sec,approx_backward_flops_per_sec,mfu_pct,compile,fp8,gpu
fp8_d16,16,2,16,2048,1,65536,536871738,1585451520,103904150814720,34634716938240.0,69269433876480.0,90.20715383812785,200.1168156042695,31.80660828948021,0.6031348370015621,320.51781034097075,28.144193841260922,62.435474456593475,9.923507294538158,0.18817513958426832,204469.13677053392,324175903685930.9,383946455071515.0,346144993699380.75,109.51888638038206,True,True,NVIDIA H20
